permin,dbcons,inbounds,indns,inhttp,inhttps,inmail,meanbytes,meancapbytes,meanepoch,meaniplen,meanttl,numcons,numdstports,numsrcports,outbounds,outdns,outhttp,outhttps,outmail,totalbytes,totalcapbytes,totalepoch,totaliplen,totalttl,undstips,undstports,unsrcips,unsrcports
"Apr 15, 2011 00:41",0,6037,0,0,232,0,257.7196172248804,40.0,1302824490.38863,248.7321487331359,145.34715366897007,6270,4269,4269,233,0,0,208,0,1615902,250800,8168709554736.71,1511794.0,883420.0,91,117,93,117
"Apr 15, 2011 00:42",0,5529,0,0,200,0,267.5345101500441,40.0,1302824550.8862267,256.35295176385887,142.43124550035998,5665,4070,4070,136,0,0,198,0,1515583,226600,7380501080770.474,1424297.0,791348.0,87,111,96,111
"Apr 15, 2011 00:43",0,4521,0,0,190,0,273.0229269337904,40.0,1302824609.119106,263.12112552209277,130.04638382061992,4667,3669,3669,146,0,0,178,0,1274198,186680,6080282450758.868,1196938.0,591581.0,89,105,91,105
"Apr 15, 2011 00:44",0,6534,0,10,186,0,272.1152930675394,40.0,1302824671.9622076,261.95591151792524,128.60655987795576,6722,5467,5467,188,0,8,172,0,1829159,268880,8757587444929.96,1717121.0,843016.0,93,141,99,140
"Apr 15, 2011 00:45",0,5012,0,0,236,0,259.3456479690522,40.0,1302824727.9964335,249.12604373757455,125.70854870775348,5170,4294,4294,158,0,0,228,0,1340817,206800,6735603843741.562,1253104.0,632314.0,93,131,98,129
"Apr 15, 2011 00:46",0,7089,0,0,598,0,267.51369112814893,40.0,1302824790.1858695,256.97938578039543,125.41691207404291,7304,6114,6114,215,0,0,670,0,1953920,292160,9515832267517.59,1832520.0,894348.0,89,128,98,128
"Apr 15, 2011 00:47",0,5073,0,0,222,0,283.19876126126127,40.0,1302824846.0816233,277.0160312805474,124.07663734115347,5328,4218,4218,255,0,0,210,0,1508883,213120,6941450779922.889,1416937.0,634652.0,91,112,95,112
"Apr 15, 2011 00:48",0,6158,0,0,188,0,247.6078782452999,40.0,1302824910.348101,248.23891226934282,138.52881191324053,6702,4596,4596,544,0,0,176,0,1659468,268080,8731532549152.973,1533620.0,855831.0,95,118,103,118
"Apr 15, 2011 00:49",0,5357,0,0,258,0,256.55529496662456,40.0,1302824967.215842,246.8786641929499,145.3916512059369,5543,3740,3740,186,0,0,234,0,1422086,221720,7221558793277.412,1330676.0,783661.0,89,106,95,106
"Apr 15, 2011 00:50",0,6129,0,10,138,0,256.491320273929,40.0,1302825028.5795693,244.79445615172637,145.93905008915544,6279,4335,4335,150,0,8,132,0,1610509,251160,8180438354451.115,1510137.0,900298.0,87,116,94,116
"Apr 15, 2011 00:51",0,6447,0,0,290,0,255.40123829658714,40.0,1302825087.6135547,244.23055555555555,148.22916666666666,6622,4630,4630,175,0,0,276,0,1691267,264880,8627307730176.96,1582614.0,960525.0,88,122,88,122
"Apr 15, 2011 00:52",0,8099,0,0,238,0,237.56796116504853,40.0,1302825140.2980385,224.81266165783964,154.095824608942,8240,5112,5112,141,0,0,230,0,1957560,329600,10735279156055.838,1825254.0,1251104.0,87,136,96,136
"Apr 15, 2011 00:53",0,5772,0,0,222,0,268.416402204777,40.0,1302825216.99177,258.06102564102565,143.02991452991452,5987,4326,4326,215,0,0,212,0,1607009,239480,7800014574129.727,1509657.0,836725.0,89,118,90,118
"Apr 15, 2011 00:54",0,8100,0,0,152,0,248.27466666666666,40.0,1302825264.2296436,235.84505656665027,157.36559272011806,8250,5234,5234,150,0,0,150,0,2048266,330000,10748308429894.559,1917892.0,1279697.0,91,135,99,135
"Apr 15, 2011 00:55",0,5851,0,10,196,0,262.6503890084423,40.0,1302825326.850608,252.94008510638298,132.04748936170213,6041,4806,4806,190,0,8,194,0,1586671,241640,7870367799504.523,1486023.0,775779.0,92,122,94,121
"Apr 15, 2011 00:56",0,5141,0,0,230,0,274.53919195680504,40.0,1302825390.486373,267.3606652485013,125.89441113904468,5371,4242,4242,230,0,0,214,0,1474550,214840,6997475172302.31,1382522.0,651000.0,93,112,100,112
"Apr 15, 2011 00:57",0,4725,0,0,224,0,270.86132732486686,40.0,1302825447.6502903,260.8271293375394,125.49610935856992,4882,3913,3913,157,0,0,212,0,1322345,195280,6360393835428.717,1240233.0,596734.0,91,109,94,109
"Apr 15, 2011 00:58",0,5310,0,0,144,0,271.3289019337017,40.0,1302825506.293939,274.1300187617261,126.5782363977486,5792,4478,4478,482,0,0,144,0,1571537,231680,7545965332454.495,1461113.0,674662.0,92,117,99,117
"Apr 15, 2011 00:59",0,4620,0,10,180,0,281.4390443128446,40.0,1302825570.8356938,277.99074074074076,124.86434108527132,4897,3788,3788,277,0,8,168,0,1378207,195880,6379936820382.393,1290989.0,579870.0,91,109,97,109
"Apr 15, 2011 01:00",0,4937,0,0,188,0,271.27190569744596,40.0,1302825629.2014418,260.81138145988336,136.22863462698572,5090,3680,3680,153,0,0,174,0,1380774,203600,6631382452635.339,1297015.0,677465.0,89,110,96,110
"Apr 15, 2011 01:01",0,5146,0,0,262,0,269.8671579743008,40.0,1302825687.0582798,259.239281575898,142.40054074932405,5292,3705,3705,146,0,0,256,0,1428137,211680,6894553535912.416,1342341.0,737350.0,86,102,92,102
"Apr 15, 2011 01:02",0,7179,0,0,188,0,321.42674559397284,40.0,1302825748.1934772,313.5587055732264,144.9373530632001,7433,4979,4979,254,0,0,182,0,2389165,297320,9683903786322.115,2267343.0,1048042.0,95,115,100,115
"Apr 15, 2011 01:03",0,7016,0,0,236,0,271.49501246882795,40.0,1302825810.4450715,261.52569562748437,147.63500851788757,7218,4753,4753,202,0,0,220,0,1959651,288720,9403796699792.525,1842187.0,1039941.0,95,123,97,123
"Apr 15, 2011 01:04",0,6992,0,0,172,0,247.67539560285675,40.0,1302825865.8440578,235.51067463706235,153.11357813834329,7141,4710,4710,149,0,0,158,0,1768650,285640,9303479507992.416,1654698.0,1075776.0,90,126,99,126
"Apr 15, 2011 01:05",0,7980,0,0,226,0,246.36158469275114,40.0,1302825928.9337516,234.41997503121098,153.75118601747815,8153,5291,5291,173,0,0,216,0,2008586,326120,10621939798596.877,1877704.0,1231547.0,87,140,91,139
"Apr 15, 2011 01:06",0,5812,0,0,156,0,224.0298488505017,40.0,1302825994.8381102,211.87988104473752,145.59581070597363,7873,5799,5799,2061,0,0,160,0,1763787,314920,10257149057360.441,1638679.0,1126038.0,86,115,92,114
"Apr 15, 2011 01:07",0,5397,0,0,224,0,273.7299402282195,40.0,1302826053.9690642,262.28908990215984,129.10947018645007,5521,4578,4578,124,0,0,214,0,1511263,220840,7192902643963.203,1420820.0,699386.0,83,123,87,122
"Apr 15, 2011 01:08",0,3980,0,0,152,0,275.09324009324007,40.0,1302826111.6613858,271.0840294840295,124.55380835380835,4290,3431,3431,310,0,0,142,0,1180150,171600,5589124019027.345,1103312.0,506934.0,87,109,95,108
"Apr 15, 2011 01:09",0,6816,0,10,188,0,259.95962902345883,40.0,1302826170.1047468,258.59036496350365,128.87328467153284,7332,5507,5507,516,0,8,170,0,1906024,293280,9552321479208.004,1771344.0,882782.0,94,133,96,133
"Apr 15, 2011 01:10",0,5457,0,0,222,0,277.8818310858765,40.0,1302826230.853324,268.28024781341105,126.77733236151603,5636,4496,4496,179,0,0,210,0,1566142,225440,7342728637089.334,1472322.0,695754.0,94,122,103,122
"Apr 15, 2011 01:11",0,6376,0,0,262,0,268.53553719008266,40.0,1302826289.036969,260.94291952588895,128.4582033686837,6655,5220,5220,279,0,0,240,0,1787104,266200,8670308953541.028,1673166.0,823674.0,95,132,101,132
"Apr 15, 2011 01:12",0,6337,0,0,170,0,267.8377708978328,40.0,1302826351.6447427,255.90528634361235,140.55396475770925,6460,4700,4700,123,0,0,158,0,1730232,258400,8416258231625.038,1626534.0,893361.0,90,121,97,121
"Apr 15, 2011 01:13",0,5607,0,0,282,0,259.70032911830936,40.0,1302826409.7730184,249.29664477187998,144.84271258654357,5773,3968,3968,166,0,0,266,0,1499250,230920,7521216863619.635,1404288.0,815899.0,87,111,93,111
"Apr 15, 2011 01:14",0,5971,0,0,202,0,278.9543602281989,40.0,1302826470.9029012,268.86167195060904,147.92758217920908,6135,4124,4124,164,0,0,204,0,1711385,245400,7992840398989.299,1611288.0,886530.0,89,115,94,115
"Apr 15, 2011 01:15",0,5930,0,0,218,0,263.9490498034076,40.0,1302826528.353007,253.39218645204562,146.80717639168344,6104,4188,4188,174,0,0,212,0,1611145,244160,7952453129066.756,1511231.0,875558.0,88,122,89,122
"Apr 15, 2011 01:16",0,6877,0,0,162,0,269.7476435304199,40.0,1302826589.2309642,257.5003621613791,147.87831377661885,7002,4904,4904,125,0,0,168,0,1888773,280080,9122391777795.21,1777525.0,1020804.0,84,119,92,119
"Apr 15, 2011 01:17",0,8039,0,0,226,0,259.7130077369439,40.0,1302826648.9799569,249.08919955462082,152.0081652851664,8272,5360,5360,233,0,0,216,0,2148346,330880,10776982040362.203,2013388.0,1228682.0,91,135,89,135
"Apr 15, 2011 01:18",0,8450,0,0,200,0,263.67300161253166,40.0,1302826708.8731165,253.47356620250176,152.79006372433327,8682,5516,5516,232,0,0,202,0,2289209,347280,11311141486436.396,2147935.0,1294743.0,95,133,103,133
"Apr 15, 2011 01:19",0,5887,0,0,222,0,250.99374021909233,40.0,1302826768.964565,250.97615423642821,134.87671232876713,6390,4650,4650,503,0,0,206,0,1603850,255600,8325063053683.571,1484022.0,797526.0,90,126,92,126
"Apr 15, 2011 01:20",0,7671,0,0,156,0,262.03511663286,40.0,1302826829.1225538,251.5469663505262,130.62881642198258,7888,6372,6372,217,0,0,168,0,2066933,315520,10276698028118.705,1936157.0,1005450.0,86,146,94,147
"Apr 15, 2011 01:21",0,4903,0,0,262,0,277.168605797673,40.0,1302826889.163713,267.6436828229568,125.89454471709593,5071,4214,4214,168,0,0,252,0,1405522,202840,6606635154949.188,1319751.0,620786.0,87,124,92,123
"Apr 15, 2011 01:22",0,5120,0,0,190,0,274.2365611894777,40.0,1302826951.3542874,262.7816874027994,127.26982892690513,5246,4326,4326,126,0,0,182,0,1438645,209840,6834630186804.592,1351749.0,654676.0,84,121,92,121
"Apr 15, 2011 01:23",0,4794,0,0,208,0,277.68975667189954,40.0,1302827014.0491698,267.1222891566265,126.04457831325301,5096,4240,4240,302,0,0,198,0,1415107,203840,6639206463594.569,1330269.0,627702.0,87,126,92,126
"Apr 15, 2011 01:24",0,7530,0,0,190,0,254.52206548466415,40.0,1302827073.82262,243.7091053467443,145.58324510322922,7727,5230,5230,197,0,0,176,0,1966692,309080,10066944799427.385,1841466.0,1100027.0,91,136,98,136
"Apr 15, 2011 01:25",0,7113,0,0,462,0,251.14710334388332,40.0,1302827131.6334398,239.26712424709342,146.66563944530046,7267,4968,4968,154,0,0,462,0,1825086,290680,9467644765580.207,1708128.0,1047046.0,92,124,99,124
"Apr 15, 2011 01:26",0,9108,0,0,178,0,253.90829320492242,40.0,1302827191.9756012,242.90649606299212,154.22758092738408,9345,6003,6003,237,0,0,164,0,2372773,373800,12174920109011.994,2221137.0,1410257.0,93,142,97,142
"Apr 15, 2011 01:27",0,5872,0,0,218,0,254.69214226633582,40.0,1302827249.8525965,244.26466598847068,148.95710410308578,6045,4062,4062,173,0,0,198,0,1539614,241800,7875590725358.946,1440673.0,878549.0,87,117,86,115
"Apr 15, 2011 01:28",0,8053,0,0,190,0,256.5270971635486,40.0,1302827310.460471,246.1981190446727,152.96027719341666,8285,5389,5389,232,0,0,176,0,2125327,331400,10793924267165.002,1989527.0,1236072.0,93,136,100,136
"Apr 15, 2011 01:29",0,5251,0,0,180,0,259.68002837885774,40.0,1302827368.8571174,258.4575659768369,142.45224985760396,5638,3868,3868,387,0,0,166,0,1464076,225520,7345340705616.428,1361296.0,750296.0,89,114,92,113
"Apr 15, 2011 01:30",0,5568,0,10,108,0,256.04230118443314,40.0,1302827428.7647107,251.90632820879514,149.89810511262067,5910,3722,3722,342,0,8,102,0,1513210,236400,7699710103999.439,1409164.0,838530.0,88,111,97,110
"Apr 15, 2011 01:31",0,5335,0,0,244,0,268.4493016506439,40.0,1302827485.041815,258.96940869240814,135.7977989181123,5513,4090,4090,178,0,0,242,0,1479961,220520,7182487925035.526,1388335.0,728012.0,85,110,87,109
"Apr 15, 2011 01:32",0,5188,0,0,154,0,278.94097995545656,40.0,1302827549.4693673,269.9010506208214,126.40573065902579,5388,4250,4250,200,0,0,148,0,1502934,215520,7019634836540.95,1412932.0,661734.0,87,111,96,111
"Apr 15, 2011 01:33",0,7112,0,0,204,0,270.93523316062175,40.0,1302827610.9858613,260.9755107752589,129.78001679261126,7334,5828,5828,222,0,0,198,0,1987039,293360,9554937698970.307,1864931.0,927408.0,96,142,98,142
"Apr 15, 2011 01:34",0,4684,0,0,132,0,271.62453531598516,40.0,1302827668.7390373,262.2454835281615,126.36811902231669,4842,3908,3908,158,0,0,124,0,1315206,193680,6308291572034.418,1233865.0,594562.0,92,106,99,106
"Apr 15, 2011 01:35",0,6416,0,0,188,0,265.6886391251519,40.0,1302827731.521292,254.75970195591432,129.20552623408878,6584,5250,5250,168,0,0,176,0,1749294,263360,8577817784336.187,1641162.0,832342.0,89,132,93,131
"Apr 15, 2011 01:36",0,4926,0,0,144,0,270.5743931088489,40.0,1302827790.9173467,261.6085552865214,138.80266343825667,5108,3679,3679,182,0,0,136,0,1382094,204320,6654844356005.808,1296532.0,687906.0,89,114,96,114
"Apr 15, 2011 01:37",0,6663,0,0,152,0,260.75014705882353,40.0,1302827849.3971045,248.7685060565276,151.7871990429191,6800,4512,4512,137,0,0,150,0,1773101,272000,8859229375900.31,1663515.0,1015001.0,87,125,94,125
"Apr 15, 2011 01:38",0,5119,0,10,170,0,267.51691272659315,40.0,1302827913.8270266,257.6196048340687,149.37617494724728,5351,3526,3526,232,0,8,154,0,1431483,214040,6971432166888.42,1342971.0,778698.0,89,112,95,112
"Apr 15, 2011 01:39",0,8929,0,0,196,0,254.9905135754007,40.0,1302827973.1323645,244.22839299654288,155.59172521467605,9171,5834,5834,242,0,0,200,0,2338518,366840,11948235341596.916,2189996.0,1395191.0,93,147,96,147
"Apr 15, 2011 01:40",0,7040,0,0,162,0,239.67151547209733,40.0,1302828027.813547,236.7167090754877,153.42790500424087,7562,4622,4622,522,0,0,158,0,1812396,302480,9851985546326.041,1674534.0,1085349.0,96,125,104,124
"Apr 15, 2011 01:41",0,7536,0,0,226,0,264.38941326530613,40.0,1302828091.788773,256.2984818481848,151.10759075907592,7840,5117,5117,304,0,0,206,0,2072813,313600,10214172239623.98,1941461.0,1144640.0,93,129,95,129
"Apr 15, 2011 01:42",0,9230,0,0,196,0,227.16656044189506,40.0,1302828148.4493632,214.7955233564014,161.4718858131488,9414,5430,5430,184,0,0,188,0,2138546,376560,12264824189502.305,1986429.0,1493292.0,89,148,98,148
"Apr 15, 2011 01:43",0,6988,0,0,192,0,244.60151112354833,40.0,1302828206.8327084,232.83028832429346,141.9447616328861,7147,5314,5314,159,0,0,182,0,1748167,285880,9311313194233.367,1631209.0,994465.0,89,139,92,138
"Apr 15, 2011 01:44",0,5058,0,0,156,0,262.4495430312262,40.0,1302828264.8246763,253.36394022807707,131.30908375933936,5252,4108,4108,194,0,0,160,0,1378385,210080,6842454046859.199,1288609.0,667838.0,88,118,95,118
"Apr 15, 2011 01:45",0,5762,0,0,114,0,257.3536749831423,40.0,1302828328.4043176,246.7280580511403,130.2266758811334,5932,4592,4592,170,0,0,112,0,1526622,237280,7728377644094.412,1428062.0,753752.0,86,119,92,120
"Apr 15, 2011 01:46",0,7038,0,10,176,0,254.21556387848523,40.0,1302828386.9173288,242.51258840169731,129.53097595473832,7209,5884,5884,171,0,8,160,0,1832640,288360,9392089841287.023,1714564.0,915784.0,90,134,98,135
"Apr 15, 2011 01:47",0,5411,0,0,190,0,280.5431923213651,40.0,1302828448.6168857,271.63060589419734,126.86472634083837,5626,4488,4488,215,0,0,190,0,1578336,225040,7329712851918.599,1483918.0,693062.0,89,123,93,123
"Apr 15, 2011 01:48",0,8201,0,0,190,0,254.11323896752705,40.0,1302828511.6909928,243.14402140858778,147.58970928110935,8407,5706,5706,206,0,0,182,0,2136330,336280,10952879297786.176,1998887.0,1213335.0,95,137,102,137
"Apr 15, 2011 01:49",0,6524,0,0,184,0,255.08790711700846,40.0,1302828565.9900086,242.20723885155772,150.23381185094686,6632,4506,4506,108,0,0,176,0,1691743,265280,8640359049645.736,1585973.0,983731.0,88,124,95,124
"Apr 15, 2011 01:50",0,6730,0,0,118,0,263.7650112233446,40.0,1302828632.7262008,259.52276086313924,150.30668046112916,7128,4510,4510,398,0,0,132,0,1880117,285120,9286562494072.36,1755931.0,1016975.0,85,112,92,112
"Apr 15, 2011 01:51",0,4818,0,0,166,0,265.79165033320265,40.0,1302828690.8701532,261.4440545004129,143.0871180842279,5102,3514,3514,284,0,0,156,0,1356069,204080,6647031980819.521,1266435.0,693114.0,84,108,83,108
"Apr 15, 2011 01:52",0,4565,0,0,176,0,271.76383067896063,40.0,1302828749.3270721,263.9702368020856,132.98218553117533,4772,3722,3722,207,0,0,174,0,1296857,190880,6217098791788.788,1215055.0,612117.0,84,110,93,111
"Apr 15, 2011 01:53",0,3883,0,0,204,0,299.02702702702703,40.0,1302828813.2455049,291.3328259766616,122.56773211567732,4070,3309,3309,187,0,0,204,0,1217040,162800,5302513269909.205,1148434.0,483162.0,83,95,86,95
"Apr 15, 2011 01:54",0,5034,0,0,156,0,273.08193277310926,40.0,1302828869.3721778,265.1294466403162,126.25138339920949,5236,4125,4125,202,0,0,156,0,1429857,209440,6821611960032.724,1341555.0,638832.0,92,107,101,107
"Apr 15, 2011 01:55",0,5159,0,0,188,0,274.5529911373707,40.0,1302828927.459354,267.8184089162183,126.17678708685627,5416,4279,4279,257,0,0,186,0,1486979,216640,7056121471119.861,1393727.0,656624.0,96,113,97,113
"Apr 15, 2011 01:56",0,4372,0,0,188,0,294.56649053280495,40.0,1302828990.7070005,287.03210382513663,124.62841530054645,4542,3554,3554,170,0,0,178,0,1337921,181680,5917449275791.196,1260645.0,547368.0,90,100,97,100
"Apr 15, 2011 01:57",0,5000,0,0,148,0,270.57698259187623,40.0,1302829053.8524814,261.0278330019881,126.74791252485089,5170,4110,4110,170,0,0,136,0,1398883,206800,6735626208417.329,1312970.0,637542.0,89,114,94,114
"Apr 15, 2011 01:58",0,4860,0,10,156,0,278.1660692951016,40.0,1302829107.5483906,268.6815390912812,127.04830126893164,5022,3994,3994,162,0,8,146,0,1396950,200880,6542807778108.018,1312778.0,620758.0,88,119,95,118
"Apr 15, 2011 01:59",0,5423,0,0,214,0,281.4644388849178,40.0,1302829163.859166,272.3086964515536,127.49402463688178,5596,4466,4466,173,0,0,214,0,1575075,223840,7290632000955.893,1481087.0,693440.0,88,121,94,120
"Apr 15, 2011 02:00",0,7606,0,0,160,0,273.40337734890807,40.0,1302829232.6792502,264.62650444793303,145.1174777603349,7876,5246,5246,270,0,0,154,0,2153325,315040,10261083036581.775,2022805.0,1109278.0,95,133,100,133
"Apr 15, 2011 02:01",0,7455,0,10,186,0,240.81729675053737,40.0,1302829289.0846426,235.97539119967902,152.41447104453658,7909,5144,5144,454,0,8,166,0,1904624,316360,10304076847370.44,1764388.0,1139603.0,92,139,98,139
"Apr 15, 2011 02:02",0,8425,0,0,152,0,308.4433571264103,40.0,1302829344.7146554,299.2771553249204,151.99492864724613,8686,5586,5586,261,0,0,150,0,2679139,347440,11316375688191.496,2537571.0,1288765.0,93,134,97,134
"Apr 15, 2011 02:03",0,8891,0,0,180,0,265.2244072981536,40.0,1302829414.722416,255.5586353944563,153.15565031982942,9153,5774,5774,262,0,0,170,0,2427599,366120,11924797632954.273,2277283.0,1364770.0,94,138,95,138
"Apr 15, 2011 02:04",0,6332,0,0,140,0,259.25332097621254,40.0,1302829469.683232,247.76502990242366,155.79257160843562,6474,4064,4064,142,0,0,136,0,1678406,258960,8434517986729.245,1574299.0,989906.0,90,121,98,121
"Apr 15, 2011 02:05",0,7014,0,0,186,0,267.9986076301866,40.0,1302829527.4668891,256.90346394094263,152.29003407155025,7182,4602,4602,168,0,0,182,0,1924766,287280,9356921666267.197,1809628.0,1072731.0,87,123,89,122
"Apr 15, 2011 02:06",0,6176,0,0,146,0,258.5895168929586,40.0,1302829588.3535497,247.62568570506616,151.94369151339143,6334,4167,4167,158,0,0,140,0,1637906,253360,8252122612631.384,1534784.0,941747.0,88,117,97,116
"Apr 15, 2011 02:07",0,3761,0,0,194,0,296.9252669039146,40.0,1302829650.2741284,290.08010540184455,128.31567852437416,3934,3022,3022,173,0,0,192,0,1168104,157360,5125331844178.421,1100854.0,486958.0,87,98,89,98
"Apr 15, 2011 02:08",0,4253,0,0,192,0,280.45432098765434,40.0,1302829712.3799,271.8790826963169,126.04076905258282,4455,3480,3480,202,0,0,176,0,1249424,178200,5804106368652.454,1173702.0,544118.0,90,102,97,102
"Apr 15, 2011 02:09",0,7318,0,0,148,0,282.00305688463584,40.0,1302829771.3263266,271.99931935747344,130.44214538524366,7524,5837,5837,206,0,0,152,0,2121791,300960,9802491199459.281,1998107.0,958228.0,93,139,97,139
"Apr 15, 2011 02:10",0,4886,0,10,148,0,287.0152046783626,40.0,1302829829.0877626,281.05404307192197,127.49410808614384,5130,3822,3822,244,0,8,148,0,1472388,205200,6683517023220.223,1383348.0,627526.0,96,109,105,109
"Apr 15, 2011 02:11",0,5490,0,0,230,0,268.879887342611,40.0,1302829889.7046,269.284034212402,129.5905203136137,6036,4118,4118,546,0,0,210,0,1622959,241440,7863881214256.967,1511222.0,727262.0,96,117,102,117
"Apr 15, 2011 02:12",0,6436,0,0,242,0,272.8176409341068,40.0,1302829953.5816803,265.72088353413653,143.91396354649368,6723,4536,4536,287,0,0,222,0,1834153,268920,8758925777929.637,1720277.0,931699.0,89,119,95,119
"Apr 15, 2011 02:13",0,5589,0,0,190,0,266.2980351243262,40.0,1302830010.3394403,256.0569800569801,151.54807692307693,5751,3650,3650,162,0,0,192,0,1531480,230040,7492575389462.122,1438016.0,851094.0,89,110,96,110
"Apr 15, 2011 02:14",0,5762,0,0,142,0,268.37142376304274,40.0,1302830064.6204815,258.6158231128001,150.9138020383486,5942,3826,3826,180,0,0,132,0,1594663,237680,7741416243974.901,1497127.0,873640.0,91,107,96,107
"Apr 15, 2011 02:15",0,5205,0,0,186,0,265.592867756315,40.0,1302830127.5670953,256.2292263610315,145.57115568290354,5384,3648,3648,179,0,0,184,0,1429952,215360,7014437406821.241,1341360.0,762065.0,87,102,89,102
"Apr 15, 2011 02:16",0,5633,0,0,142,0,277.1492355802641,40.0,1302830184.6123297,265.88802405802227,147.442243056784,5756,3830,3830,123,0,0,144,0,1595271,230240,7499090542628.57,1503065.0,833491.0,84,100,92,100
"Apr 15, 2011 02:17",0,7620,0,0,184,0,265.69334520931415,40.0,1302830246.3558834,254.7827442827443,148.610446985447,7859,5236,5236,239,0,0,176,0,2088084,314360,10238942906110.887,1960808.0,1143706.0,92,123,87,123
"Apr 15, 2011 02:18",0,8061,0,0,182,0,255.0719223771983,40.0,1302830311.7484753,243.55804178514032,154.1756706638645,8245,5090,5090,184,0,0,176,0,2103068,329800,10741835920366.18,1970141.0,1247127.0,91,135,99,135
"Apr 15, 2011 02:19",0,7500,0,0,178,0,279.1370491803279,40.0,1302830374.1304798,266.9664715274082,136.23403406067058,7625,5856,5856,125,0,0,166,0,2128420,305000,9934081602744.908,2006520.0,1023935.0,89,146,92,146
"Apr 15, 2011 02:20",0,6924,0,0,190,0,260.58987808335695,40.0,1302830427.1271303,247.81991951710262,131.05260132221903,7054,5626,5626,130,0,0,186,0,1838201,282160,9190165832954.777,1724331.0,911864.0,88,146,96,144
"Apr 15, 2011 02:21",0,4933,0,0,222,0,278.1874518860662,40.0,1302830487.9563873,273.2335015136226,126.77699293642785,5196,4150,4150,263,0,0,208,0,1445462,207840,6769507215421.388,1353872.0,628180.0,85,117,90,117
"Apr 15, 2011 02:22",0,5092,0,0,176,0,278.03284132841327,40.0,1302830548.44598,274.8175438596491,127.04639376218324,5420,4390,4390,328,0,0,170,0,1506938,216800,7061341572577.212,1409814.0,651748.0,83,116,91,116
"Apr 15, 2011 02:23",0,5938,0,0,304,0,283.83227796720246,40.0,1302830614.268783,274.5804674457429,127.1542570951586,6159,5070,5070,221,0,0,306,0,1748123,246360,8024133753281.436,1644737.0,761654.0,85,132,91,132
"Apr 15, 2011 02:24",0,6453,0,0,196,0,252.5755309602154,40.0,1302830669.8686364,243.26747954931318,140.9992282759685,6686,4612,4612,233,0,0,186,0,1688720,267440,8710725858741.703,1576130.0,913534.0,91,131,97,130
"Apr 15, 2011 02:25",0,6331,0,0,188,0,263.9964648017215,40.0,1302830729.187443,253.81697905181917,148.16805796188376,6506,4369,4369,175,0,0,190,0,1717561,260240,8476216724093.505,1611484.0,940719.0,93,116,100,116
"Apr 15, 2011 02:26",0,6502,0,10,140,0,265.653714963666,40.0,1302830791.952025,257.3796750459841,149.03172900061313,6743,4406,4406,241,0,8,128,0,1791303,269720,8784988030132.504,1679145.0,972283.0,90,116,95,116
"Apr 15, 2011 02:27",0,6257,0,0,260,0,262.5413043478261,40.0,1302830846.169681,252.05850556438793,145.77138314785373,6440,4524,4524,183,0,0,240,0,1690766,257600,8390230649332.746,1585448.0,916902.0,89,120,88,120
"Apr 15, 2011 02:28",0,5088,0,10,68,0,272.3400303260045,40.0,1302830909.0802832,263.891627543036,146.6985524256651,5276,3486,3486,188,0,8,66,0,1436866,211040,6873735876307.574,1349014.0,749923.0,91,105,99,105
"Apr 15, 2011 02:29",0,5067,0,0,224,0,271.36327154595836,40.0,1302830964.7181156,261.96188605108057,141.03084479371316,5233,3754,3754,166,0,0,212,0,1420044,209320,6817714438369.898,1333386.0,717847.0,87,108,90,108
"Apr 15, 2011 02:30",0,5941,0,0,196,0,258.97703788748566,40.0,1302831027.5737462,248.2064397115546,145.19101123595505,6097,4212,4212,156,0,0,184,0,1578983,243880,7943360775117.13,1480055.0,865774.0,88,108,97,108
"Apr 15, 2011 02:31",0,5261,0,0,214,0,269.862582781457,40.0,1302831090.2994597,260.23983355400037,131.48817855116323,5436,4320,4320,175,0,0,200,0,1466973,217440,7082189806867.862,1375888.0,695178.0,83,121,86,121
"Apr 15, 2011 02:32",0,5086,0,0,158,0,258.99927272727274,40.0,1302831145.4927733,257.5566809505259,125.97935333073627,5500,4272,4272,414,0,0,148,0,1424496,220000,7165571300210.253,1322296.0,646778.0,85,116,93,116
"Apr 15, 2011 02:33",0,5507,0,0,190,0,252.94493202546894,40.0,1302831213.8192668,247.31832157713873,127.08446373666123,5811,4592,4592,304,0,0,178,0,1469863,232440,7570752183503.759,1367423.0,702650.0,91,118,93,118
"Apr 15, 2011 02:34",0,4318,0,0,194,0,274.62098930481284,40.0,1302831267.6213353,266.2198434622468,124.06445672191529,4488,3684,3684,170,0,0,186,0,1232499,179520,5847106729084.553,1156459.0,538936.0,86,108,94,108
"Apr 15, 2011 02:35",0,5258,0,0,234,0,277.5890714417574,40.0,1302831330.6414409,267.6449659348978,125.11809235427707,5417,4420,4420,159,0,0,226,0,1503700,216680,7057437318084.686,1414236.0,661124.0,85,113,91,113
"Apr 15, 2011 02:36",0,6441,0,0,180,0,269.5582134746404,40.0,1302831394.0858035,258.54441526340185,140.66352541325506,6605,4910,4910,164,0,0,168,0,1780432,264200,8605201357936.732,1673558.0,910515.0,86,123,93,124
"Apr 15, 2011 02:37",0,6866,0,0,188,0,271.097844583097,40.0,1302831453.5162394,260.6432510885341,148.2091436865022,7052,4832,4832,186,0,0,184,0,1911782,282080,9187567410196.52,1795832.0,1021161.0,92,133,99,132
