datetime,alert,description,numalerts,undstips,unsrcips
2011-04-13 19:11:48,portscan,TCP Portscan,1,1,1
2011-04-13 19:12:00,portscan,TCP Portsweep,1,1,1
2011-04-13 19:12:30,portscan,TCP Portsweep,2,1,1
2011-04-13 19:12:52,portscan,TCP Portscan,1,1,1
2011-04-13 19:13:36,portscan,TCP Portscan,1,1,1
2011-04-13 19:14:35,portscan,TCP Portscan,1,1,1
2011-04-13 19:14:36,portscan,TCP Portscan,1,1,1
2011-04-13 19:15:15,portscan,TCP Portscan,1,1,1
2011-04-13 19:15:27,portscan,TCP Portscan,1,1,1
2011-04-13 19:15:48,portscan,TCP Portsweep,1,1,1
2011-04-13 19:16:22,portscan,TCP Portscan,1,1,1
2011-04-13 19:16:40,portscan,TCP Portscan,1,1,1
2011-04-13 19:17:32,portscan,TCP Portscan,1,1,1
2011-04-13 19:17:37,portscan,TCP Portscan,1,1,1
2011-04-13 19:18:11,portscan,TCP Portsweep,1,1,1
2011-04-13 19:18:44,portscan,TCP Portscan,1,1,1
2011-04-13 19:19:16,portscan,TCP Portscan,1,1,1
2011-04-13 19:20:16,portscan,TCP Portscan,1,1,1
2011-04-13 19:20:39,portscan,TCP Portscan,1,1,1
2011-04-13 19:20:45,portscan,TCP Portsweep,1,1,1
2011-04-13 19:21:52,portscan,TCP Portscan,1,1,1
2011-04-13 19:22:55,portscan,TCP Portscan,1,1,1
2011-04-13 19:22:59,portscan,TCP Portscan,1,1,1
2011-04-13 19:23:29,portscan,TCP Portscan,1,1,1
2011-04-13 19:24:08,portscan,TCP Portscan,1,1,1
2011-04-13 19:24:56,portscan,TCP Portscan,1,1,1
2011-04-13 19:26:06,portscan,TCP Portscan,1,1,1
2011-04-13 19:26:20,portscan,TCP Portscan,1,1,1
2011-04-13 19:27:03,portscan,TCP Portscan,1,1,1
2011-04-13 19:27:40,portscan,TCP Portscan,1,1,1
2011-04-13 19:28:17,portscan,TCP Portscan,1,1,1
2011-04-13 19:29:10,portscan,TCP Portscan,1,1,1
2011-04-13 19:29:21,portscan,TCP Portscan,1,1,1
2011-04-13 19:30:13,portscan,TCP Portscan,1,1,1
2011-04-13 19:30:29,portscan,TCP Portscan,1,1,1
2011-04-13 19:30:56,portscan,TCP Portscan,1,1,1
2011-04-13 19:31:47,portscan,TCP Portscan,1,1,1
2011-04-13 19:31:52,portscan,TCP Portscan,1,1,1
2011-04-13 19:34:06,portscan,TCP Portscan,1,1,1
2011-04-13 19:34:11,portscan,TCP Portscan,1,1,1
2011-04-13 19:34:46,portscan,TCP Portscan,1,1,1
2011-04-13 19:35:31,portscan,TCP Portscan,1,1,1
2011-04-13 19:35:47,portscan,TCP Portscan,1,1,1
2011-04-13 19:37:02,portscan,TCP Portscan,1,1,1
2011-04-13 19:37:31,portscan,TCP Portscan,1,1,1
2011-04-13 19:37:35,portscan,TCP Portscan,1,1,1
2011-04-13 19:38:04,portscan,TCP Portscan,1,1,1
2011-04-13 19:39:26,portscan,TCP Portscan,1,1,1
2011-04-13 19:39:28,portscan,TCP Portscan,1,1,1
2011-04-13 19:40:15,portscan,TCP Portscan,1,1,1
2011-04-13 19:40:27,portscan,TCP Portscan,1,1,1
2011-04-13 19:41:15,portscan,TCP Portscan,1,1,1
2011-04-13 19:41:38,portscan,TCP Portscan,1,1,1
2011-04-13 19:42:46,portscan,TCP Portscan,1,1,1
2011-04-13 19:42:57,portscan,TCP Portscan,1,1,1
2011-04-13 19:43:23,portscan,TCP Portsweep,2,1,1
2011-04-13 19:44:10,portscan,TCP Portsweep,1,1,1
2011-04-13 19:44:37,portscan,TCP Portscan,1,1,1
2011-04-13 19:45:51,portscan,TCP Portscan,1,1,1
2011-04-13 19:47:36,portscan,TCP Portscan,1,1,1
2011-04-13 19:48:13,portscan,TCP Portscan,1,1,1
2011-04-13 19:49:05,portscan,TCP Portscan,1,1,1
2011-04-13 19:50:18,portscan,TCP Portscan,1,1,1
2011-04-13 19:50:20,portscan,TCP Portsweep,1,1,1
2011-04-13 19:50:24,portscan,TCP Portscan,1,1,1
2011-04-13 19:51:21,portscan,TCP Portscan,1,1,1
2011-04-13 19:51:22,portscan,TCP Portscan,1,1,1
2011-04-13 19:52:29,portscan,TCP Portscan,1,1,1
2011-04-13 19:52:45,portscan,TCP Portscan,1,1,1
2011-04-13 19:53:34,portscan,TCP Portscan,1,1,1
2011-04-13 19:53:50,portscan,TCP Portscan,1,1,1
2011-04-13 19:54:58,portscan,TCP Portscan,1,1,1
2011-04-13 19:54:59,portscan,TCP Portscan,1,1,1
2011-04-13 19:55:39,portscan,TCP Portscan,1,1,1
2011-04-13 19:55:45,portscan,TCP Portscan,1,1,1
2011-04-13 19:56:58,portscan,TCP Portscan,2,2,1
2011-04-13 19:57:38,portscan,TCP Portscan,1,1,1
2011-04-13 19:59:10,portscan,TCP Portscan,1,1,1
2011-04-13 19:59:27,portscan,TCP Portscan,1,1,1
2011-04-13 19:59:47,portscan,TCP Portsweep,1,1,1
2011-04-13 19:59:49,portscan,TCP Portscan,1,1,1
2011-04-13 20:00:47,portscan,TCP Portscan,1,1,1
2011-04-13 20:00:56,portscan,TCP Portscan,1,1,1
2011-04-13 20:01:31,portscan,TCP Portscan,1,1,1
2011-04-13 20:03:11,portscan,TCP Portscan,1,1,1
2011-04-13 20:03:31,portscan,TCP Portscan,1,1,1
2011-04-13 20:03:50,portscan,TCP Portsweep,1,1,1
2011-04-13 20:04:46,portscan,TCP Portscan,1,1,1
2011-04-13 20:05:20,portscan,TCP Portscan,2,2,1
2011-04-13 20:05:48,portscan,TCP Portscan,1,1,1
2011-04-13 20:07:03,portscan,TCP Portscan,1,1,1
2011-04-13 20:08:14,portscan,TCP Portscan,1,1,1
2011-04-13 20:08:28,portscan,TCP Portscan,1,1,1
2011-04-13 20:08:47,portscan,TCP Portscan,1,1,1
2011-04-13 20:09:55,portscan,TCP Portscan,1,1,1
2011-04-13 20:10:41,portscan,TCP Portscan,1,1,1
2011-04-13 20:11:04,portscan,TCP Portscan,1,1,1
2011-04-13 20:11:34,portscan,TCP Portscan,1,1,1
2011-04-13 20:12:21,portscan,TCP Portscan,1,1,1
2011-04-13 20:12:26,portscan,TCP Portsweep,1,1,1
2011-04-13 20:12:39,portscan,TCP Portscan,1,1,1
2011-04-13 20:14:07,portscan,TCP Portscan,1,1,1
2011-04-13 20:14:10,portscan,TCP Portscan,1,1,1
2011-04-13 20:15:00,portscan,TCP Portscan,1,1,1
2011-04-13 20:15:50,portscan,TCP Portscan,1,1,1
2011-04-13 20:16:36,portscan,TCP Portscan,1,1,1
2011-04-13 20:17:06,portscan,TCP Portscan,1,1,1
2011-04-13 20:17:21,portscan,TCP Portscan,1,1,1
2011-04-13 20:18:43,portscan,TCP Portscan,1,1,1
2011-04-13 20:18:46,portscan,TCP Portscan,1,1,1
2011-04-13 20:19:06,portscan,TCP Portsweep,1,1,1
2011-04-13 20:19:41,portscan,TCP Portscan,1,1,1
2011-04-13 20:20:28,portscan,TCP Portscan,2,2,1
2011-04-13 20:21:01,portscan,TCP Portscan,1,1,1
2011-04-13 20:21:34,portscan,TCP Portsweep,1,1,1
2011-04-13 20:21:43,portscan,TCP Portscan,1,1,1
2011-04-13 20:22:45,portscan,TCP Portscan,1,1,1
2011-04-13 20:23:52,portscan,TCP Portsweep,1,1,1
2011-04-13 20:24:09,portscan,TCP Portscan,1,1,1
2011-04-13 20:24:47,portscan,TCP Portscan,1,1,1
2011-04-13 20:24:51,portscan,TCP Portscan,1,1,1
2011-04-13 20:25:06,portscan,TCP Portsweep,1,1,1
2011-04-13 20:25:24,portscan,TCP Portscan,1,1,1
2011-04-13 20:26:10,portscan,TCP Portscan,1,1,1
2011-04-13 20:26:42,portscan,TCP Portscan,1,1,1
2011-04-13 20:27:01,portscan,TCP Portsweep,1,1,1
2011-04-13 20:27:28,portscan,TCP Portscan,1,1,1
2011-04-13 20:27:33,portscan,TCP Portscan,1,1,1
2011-04-13 20:28:33,portscan,TCP Portscan,1,1,1
2011-04-13 20:28:57,portscan,TCP Portscan,1,1,1
2011-04-13 20:29:27,portscan,TCP Portscan,1,1,1
2011-04-13 20:30:41,portscan,TCP Portscan,1,1,1
2011-04-13 20:30:59,portscan,TCP Portscan,1,1,1
2011-04-13 20:31:23,portscan,TCP Portsweep,1,1,1
2011-04-13 20:32:18,portscan,TCP Portscan,1,1,1
2011-04-13 20:32:23,portscan,TCP Portscan,1,1,1
2011-04-13 20:32:36,portscan,TCP Portsweep,1,1,1
2011-04-13 20:33:01,portscan,TCP Portscan,1,1,1
2011-04-13 20:33:18,portscan,TCP Portscan,1,1,1
2011-04-13 20:33:37,portscan,TCP Portsweep,1,1,1
2011-04-13 20:33:54,portscan,TCP Portscan,1,1,1
2011-04-13 20:34:18,portscan,TCP Portscan,1,1,1
2011-04-13 20:34:37,portscan,TCP Portsweep,1,1,1
2011-04-13 20:34:46,portscan,TCP Portscan,1,1,1
2011-04-13 20:35:38,portscan,TCP Portsweep,1,1,1
2011-04-13 20:36:01,portscan,TCP Portscan,1,1,1
2011-04-13 20:36:15,portscan,TCP Portscan,1,1,1
2011-04-13 20:36:26,portscan,TCP Portsweep,1,1,1
2011-04-13 20:36:34,portscan,TCP Portsweep,1,1,1
2011-04-13 20:36:36,portscan,TCP Portscan,1,1,1
2011-04-13 20:37:03,portscan,TCP Portscan,1,1,1
2011-04-13 20:37:45,portscan,TCP Portscan,1,1,1
2011-04-13 20:38:14,portscan,TCP Portscan,1,1,1
2011-04-13 20:39:40,portscan,TCP Portscan,1,1,1
2011-04-13 20:40:15,portscan,TCP Portscan,1,1,1
2011-04-13 20:40:25,portscan,TCP Portscan,1,1,1
2011-04-13 20:40:34,portscan,TCP Portsweep,1,1,1
2011-04-13 20:41:50,portscan,TCP Portscan,1,1,1
2011-04-13 20:41:53,portscan,TCP Portscan,1,1,1
2011-04-13 20:42:43,portscan,TCP Portscan,1,1,1
2011-04-13 20:43:03,portscan,TCP Portscan,1,1,1
2011-04-13 20:43:22,portscan,TCP Portsweep,1,1,1
2011-04-13 20:43:59,portscan,TCP Portscan,1,1,1
2011-04-13 20:44:58,portscan,TCP Portscan,1,1,1
2011-04-13 20:45:09,portscan,TCP Portscan,1,1,1
2011-04-13 20:45:27,portscan,TCP Portsweep,1,1,1
2011-04-13 20:45:48,portscan,TCP Portsweep,2,2,1
2011-04-13 20:46:17,portscan,TCP Portsweep,1,1,1
2011-04-13 20:46:33,portscan,TCP Portscan,1,1,1
2011-04-13 20:46:55,portscan,TCP Portscan,1,1,1
2011-04-13 20:48:16,portscan,TCP Portscan,2,2,1
2011-04-13 20:48:55,portscan,TCP Portsweep,1,1,1
2011-04-13 20:49:27,portscan,TCP Portscan,1,1,1
2011-04-13 20:50:04,portscan,TCP Portscan,1,1,1
2011-04-13 20:50:10,portscan,TCP Portscan,1,1,1
2011-04-13 20:50:52,portscan,TCP Portsweep,1,1,1
2011-04-13 20:51:28,portscan,TCP Portscan,2,2,2
2011-04-13 20:52:00,portscan,TCP Portsweep,1,1,1
2011-04-13 20:52:08,portscan,TCP Portscan,1,1,1
2011-04-13 20:52:31,portscan,TCP Portscan,1,1,1
2011-04-13 20:53:16,portscan,TCP Portscan,1,1,1
2011-04-13 20:53:46,portscan,TCP Portscan,1,1,1
2011-04-13 20:54:21,portscan,TCP Portscan,1,1,1
2011-04-13 20:54:24,portscan,TCP Portsweep,1,1,1
2011-04-13 20:55:21,portscan,TCP Portscan,1,1,1
2011-04-13 20:55:24,portscan,TCP Portscan,1,1,1
2011-04-13 20:56:44,portscan,TCP Portscan,1,1,1
2011-04-13 20:58:11,portscan,TCP Portscan,1,1,1
2011-04-13 20:58:17,portscan,TCP Portscan,1,1,1
2011-04-13 20:59:08,portscan,TCP Portscan,1,1,1
2011-04-13 20:59:26,portscan,TCP Portscan,1,1,1
2011-04-13 20:59:45,portscan,TCP Portsweep,1,1,1
2011-04-13 20:59:58,portscan,TCP Portscan,1,1,1
2011-04-13 21:00:10,portscan,TCP Portsweep,1,1,1
2011-04-13 21:01:05,portscan,TCP Portscan,1,1,1
2011-04-13 21:01:06,portscan,TCP Portscan,1,1,1
2011-04-13 21:01:36,portscan,TCP Portscan,1,1,1
2011-04-13 21:02:07,portscan,TCP Portsweep,1,1,1
2011-04-13 21:02:17,portscan,TCP Portscan,1,1,1
2011-04-13 21:04:19,portscan,TCP Portscan,1,1,1
2011-04-13 21:04:50,portscan,TCP Portscan,1,1,1
2011-04-13 21:05:08,portscan,TCP Portscan,1,1,1
2011-04-13 21:05:27,portscan,TCP Portsweep,1,1,1
2011-04-13 21:05:36,portscan,TCP Portscan,1,1,1
2011-04-13 21:07:01,portscan,TCP Portscan,1,1,1
2011-04-13 21:08:52,portscan,TCP Portscan,1,1,1
2011-04-13 21:08:57,portscan,TCP Portscan,1,1,1
2011-04-13 21:09:40,portscan,TCP Portscan,1,1,1
2011-04-13 21:10:07,portscan,TCP Portscan,1,1,1
2011-04-13 21:11:01,portscan,TCP Portscan,1,1,1
2011-04-13 21:11:06,portscan,TCP Portscan,1,1,1
2011-04-13 21:11:20,portscan,TCP Portsweep,1,1,1
2011-04-13 21:12:58,portscan,TCP Portscan,1,1,1
2011-04-13 21:13:15,portscan,TCP Portscan,1,1,1
2011-04-13 21:13:22,portscan,TCP Portsweep,2,1,1
2011-04-13 21:14:42,portscan,TCP Portscan,1,1,1
2011-04-13 21:15:05,portscan,TCP Portscan,1,1,1
2011-04-13 21:15:29,portscan,TCP Portscan,1,1,1
2011-04-13 21:15:34,portscan,TCP Portscan,1,1,1
2011-04-13 21:16:35,portscan,TCP Portsweep,2,1,2
2011-04-13 21:16:38,portscan,TCP Portscan,1,1,1
2011-04-13 21:17:50,portscan,TCP Portscan,1,1,1
2011-04-13 21:17:52,portscan,TCP Portscan,1,1,1
2011-04-13 21:18:11,portscan,TCP Portsweep,1,1,1
2011-04-13 21:18:52,portscan,TCP Portscan,1,1,1
2011-04-13 21:20:06,portscan,TCP Portscan,1,1,1
2011-04-13 21:20:40,portscan,TCP Portscan,1,1,1
2011-04-13 21:21:22,portscan,TCP Portscan,1,1,1
2011-04-13 21:22:10,portscan,TCP Portscan,1,1,1
2011-04-13 21:22:15,portscan,TCP Portscan,1,1,1
2011-04-13 21:24:02,portscan,TCP Portscan,1,1,1
2011-04-13 21:24:40,portscan,TCP Portscan,1,1,1
2011-04-13 21:24:51,portscan,TCP Portscan,1,1,1
2011-04-13 21:25:30,portscan,TCP Portscan,1,1,1
2011-04-13 21:25:49,portscan,TCP Portsweep,1,1,1
2011-04-13 21:25:59,portscan,TCP Portscan,1,1,1
2011-04-13 21:26:21,portscan,TCP Portsweep,1,1,1
2011-04-13 21:26:33,portscan,TCP Portscan,1,1,1
2011-04-13 21:26:50,portscan,TCP Portscan,1,1,1
2011-04-13 21:28:09,portscan,TCP Portscan,1,1,1
2011-04-13 21:28:24,portscan,TCP Portscan,1,1,1
2011-04-13 21:28:55,portscan,TCP Portsweep,1,1,1
2011-04-13 21:29:07,portscan,TCP Portscan,2,2,1
2011-04-13 21:29:26,portscan,TCP Portsweep,1,1,1
2011-04-13 21:29:54,portscan,TCP Portscan,1,1,1
2011-04-13 21:30:14,portscan,TCP Portscan,1,1,1
2011-04-13 21:30:47,portscan,TCP Portscan,1,1,1
2011-04-13 21:31:35,portscan,TCP Portscan,1,1,1
2011-04-13 21:31:57,portscan,TCP Portscan,1,1,1
2011-04-13 21:33:27,portscan,TCP Portscan,1,1,1
2011-04-13 21:33:45,portscan,TCP Portscan,1,1,1
2011-04-13 21:34:17,portscan,TCP Portscan,1,1,1
2011-04-13 21:34:32,portscan,TCP Portsweep,1,1,1
2011-04-13 21:34:36,portscan,TCP Portscan,1,1,1
2011-04-13 21:34:55,portscan,TCP Portsweep,1,1,1
2011-04-13 21:35:26,portscan,TCP Portscan,1,1,1
2011-04-13 21:36:29,portscan,TCP Portscan,1,1,1
2011-04-13 21:36:36,portscan,TCP Portscan,1,1,1
2011-04-13 21:37:05,portscan,TCP Portscan,1,1,1
2011-04-13 21:38:46,portscan,TCP Portscan,1,1,1
2011-04-13 21:39:16,portscan,TCP Portscan,1,1,1
2011-04-13 21:39:37,portscan,TCP Portscan,1,1,1
2011-04-13 21:40:02,portscan,TCP Portscan,1,1,1
2011-04-13 21:40:42,portscan,TCP Portscan,1,1,1
2011-04-13 21:41:07,portscan,TCP Portscan,1,1,1
2011-04-13 21:41:32,portscan,TCP Portscan,1,1,1
2011-04-13 21:43:21,portscan,TCP Portscan,2,2,1
2011-04-13 21:44:20,portscan,TCP Portscan,1,1,1
2011-04-13 21:44:49,portscan,TCP Portscan,1,1,1
2011-04-13 21:45:34,portscan,TCP Portscan,1,1,1
2011-04-13 21:46:10,portscan,TCP Portscan,1,1,1
2011-04-13 21:46:26,portscan,TCP Portscan,1,1,1
2011-04-13 21:46:45,portscan,TCP Portsweep,1,1,1
2011-04-13 21:47:16,portscan,TCP Portscan,1,1,1
2011-04-13 21:48:10,portscan,TCP Portscan,1,1,1
2011-04-13 21:48:33,portscan,TCP Portscan,1,1,1
2011-04-13 21:49:26,portscan,TCP Portscan,1,1,1
2011-04-13 21:49:35,portscan,TCP Portscan,1,1,1
2011-04-13 21:51:43,portscan,TCP Portscan,1,1,1
2011-04-13 21:52:34,portscan,TCP Portscan,1,1,1
2011-04-13 21:52:40,portscan,TCP Portscan,1,1,1
2011-04-13 21:53:34,portscan,TCP Portscan,1,1,1
2011-04-13 21:54:28,portscan,TCP Portscan,1,1,1
2011-04-13 21:54:40,portscan,TCP Portscan,1,1,1
2011-04-13 21:55:46,portscan,TCP Portscan,1,1,1
2011-04-13 21:56:16,portscan,TCP Portsweep,1,1,1
2011-04-13 21:56:45,portscan,TCP Portscan,1,1,1
2011-04-13 21:57:58,portscan,TCP Portscan,1,1,1
2011-04-13 21:59:12,portscan,TCP Portscan,1,1,1
2011-04-13 21:59:36,portscan,TCP Portscan,1,1,1
2011-04-13 21:59:40,spp_frag3,Fragmentation overlap,6,2,2
2011-04-13 21:59:45,portscan,TCP Portscan,1,1,1
2011-04-13 22:00:05,portscan,TCP Portscan,1,1,1
2011-04-13 22:00:12,portscan,TCP Portsweep,1,1,1
2011-04-13 22:01:15,portscan,TCP Portscan,1,1,1
2011-04-13 22:02:07,portscan,TCP Portscan,1,1,1
2011-04-13 22:03:01,portscan,TCP Portscan,1,1,1
2011-04-13 22:03:14,portscan,TCP Portscan,1,1,1
2011-04-13 22:03:54,portscan,TCP Portscan,1,1,1
2011-04-13 22:04:15,portscan,TCP Portscan,1,1,1
2011-04-13 22:05:07,portscan,TCP Portscan,1,1,1
2011-04-13 22:05:18,portscan,TCP Portscan,1,1,1
2011-04-13 22:06:07,portscan,TCP Portscan,1,1,1
2011-04-13 22:06:09,portscan,TCP Portsweep,1,1,1
2011-04-13 22:06:11,portscan,TCP Portsweep,1,1,1
2011-04-13 22:07:35,portscan,TCP Portscan,1,1,1
2011-04-13 22:07:40,portscan,TCP Portscan,1,1,1
2011-04-13 22:08:27,portscan,TCP Portscan,1,1,1
2011-04-13 22:08:56,portscan,TCP Portscan,1,1,1
2011-04-13 22:09:36,portscan,TCP Portsweep,1,1,1
2011-04-13 22:10:00,portscan,TCP Portscan,1,1,1
2011-04-13 22:10:45,portscan,TCP Portscan,1,1,1
2011-04-13 22:11:49,portscan,TCP Portscan,1,1,1
2011-04-13 22:12:00,portscan,TCP Portscan,1,1,1
2011-04-13 22:12:19,portscan,TCP Portsweep,1,1,1
2011-04-13 22:12:43,portscan,TCP Portscan,1,1,1
2011-04-13 22:13:42,portscan,TCP Portscan,1,1,1
2011-04-13 22:14:24,portscan,TCP Portscan,1,1,1
2011-04-13 22:14:54,portscan,TCP Portscan,1,1,1
2011-04-13 22:15:22,portscan,TCP Portscan,1,1,1
2011-04-13 22:16:05,portscan,TCP Portscan,1,1,1
2011-04-13 22:16:41,portscan,TCP Portscan,1,1,1
2011-04-13 22:16:48,portscan,TCP Portscan,1,1,1
2011-04-13 22:17:00,portscan,TCP Portsweep,1,1,1
2011-04-13 22:17:34,portscan,TCP Portscan,1,1,1
2011-04-13 22:17:50,portscan,TCP Portscan,1,1,1
2011-04-13 22:18:54,portscan,TCP Portscan,1,1,1
2011-04-13 22:19:04,portscan,TCP Portscan,1,1,1
2011-04-13 22:19:56,portscan,TCP Portscan,1,1,1
2011-04-13 22:19:57,portscan,TCP Portsweep,1,1,1
2011-04-13 22:20:43,portscan,TCP Portsweep,1,1,1
2011-04-13 22:20:55,portscan,TCP Portscan,1,1,1
2011-04-13 22:21:13,portscan,TCP Portscan,1,1,1
2011-04-13 22:21:29,portscan,TCP Portscan,1,1,1
2011-04-13 22:22:35,portscan,TCP Portsweep,1,1,1
2011-04-13 22:22:41,portscan,TCP Portscan,1,1,1
2011-04-13 22:23:16,portscan,TCP Portscan,1,1,1
2011-04-13 22:24:15,portscan,TCP Portscan,1,1,1
2011-04-13 22:24:21,portscan,TCP Portscan,1,1,1
2011-04-13 22:25:10,portscan,TCP Portscan,1,1,1
2011-04-13 22:25:40,portscan,TCP Portscan,1,1,1
2011-04-13 22:26:05,portscan,TCP Portscan,1,1,1
2011-04-13 22:26:31,portscan,TCP Portscan,1,1,1
2011-04-13 22:26:48,portscan,TCP Portscan,1,1,1
2011-04-13 22:27:07,portscan,TCP Portsweep,1,1,1
2011-04-13 22:27:37,portscan,TCP Portscan,1,1,1
2011-04-13 22:28:59,portscan,TCP Portscan,1,1,1
2011-04-13 22:29:10,portscan,TCP Portscan,1,1,1
2011-04-13 22:29:48,portscan,TCP Portscan,1,1,1
2011-04-13 22:30:21,portscan,TCP Portscan,1,1,1
2011-04-13 22:31:12,portscan,TCP Portscan,1,1,1
2011-04-13 22:31:13,portscan,TCP Portscan,1,1,1
2011-04-13 22:32:55,portscan,TCP Portscan,1,1,1
2011-04-13 22:33:08,portscan,TCP Portscan,1,1,1
2011-04-13 22:33:52,portscan,TCP Portscan,1,1,1
2011-04-13 22:34:24,portscan,TCP Portscan,1,1,1
2011-04-13 22:34:26,portscan,TCP Portscan,1,1,1
2011-04-13 22:34:35,portscan,TCP Portsweep,1,1,1
2011-04-13 22:35:30,portscan,TCP Portscan,2,2,1
2011-04-13 22:35:40,portscan,TCP Portsweep,1,1,1
2011-04-13 22:36:27,portscan,TCP Portscan,1,1,1
2011-04-13 22:36:35,portscan,TCP Portscan,1,1,1
2011-04-13 22:36:54,portscan,TCP Portsweep,1,1,1
2011-04-13 22:37:30,portscan,TCP Portsweep,1,1,1
2011-04-13 22:37:58,portscan,TCP Portscan,2,2,1
2011-04-13 22:38:42,portscan,TCP Portscan,1,1,1
2011-04-13 22:38:53,portscan,TCP Portscan,1,1,1
2011-04-13 22:39:01,portscan,TCP Portsweep,1,1,1
2011-04-13 22:40:12,portscan,TCP Portscan,1,1,1
2011-04-13 22:41:48,portscan,TCP Portscan,1,1,1
2011-04-13 22:42:06,portscan,TCP Portscan,1,1,1
2011-04-13 22:42:47,portscan,TCP Portscan,1,1,1
2011-04-13 22:42:56,portscan,TCP Portscan,1,1,1
2011-04-13 22:43:15,portscan,TCP Portscan,1,1,1
2011-04-13 22:44:32,portscan,TCP Portscan,2,2,2
2011-04-13 22:46:22,portscan,TCP Portscan,1,1,1
2011-04-13 22:46:31,portscan,TCP Portscan,1,1,1
2011-04-13 22:46:39,portscan,TCP Portscan,1,1,1
2011-04-13 22:47:35,portscan,TCP Portscan,1,1,1
2011-04-13 22:47:38,portscan,TCP Portscan,1,1,1
2011-04-13 22:48:44,portscan,TCP Portscan,1,1,1
2011-04-13 22:48:54,portscan,TCP Portscan,1,1,1
2011-04-13 22:49:38,portscan,TCP Portscan,1,1,1
2011-04-13 22:49:46,portscan,TCP Portsweep,1,1,1
2011-04-13 22:50:26,portscan,TCP Portscan,1,1,1
2011-04-13 22:50:42,portscan,TCP Portscan,1,1,1
2011-04-13 22:51:46,portscan,TCP Portscan,1,1,1
2011-04-13 22:52:22,portscan,TCP Portscan,1,1,1
2011-04-13 22:52:33,portscan,TCP Portscan,1,1,1
2011-04-13 22:53:37,portscan,TCP Portscan,1,1,1
2011-04-13 22:53:48,portscan,TCP Portscan,1,1,1
2011-04-13 22:54:07,portscan,TCP Portscan,1,1,1
2011-04-13 22:54:36,portscan,TCP Portscan,1,1,1
2011-04-13 22:55:06,portscan,TCP Portscan,1,1,1
2011-04-13 22:56:02,portscan,TCP Portscan,1,1,1
2011-04-13 22:56:35,portscan,TCP Portscan,1,1,1
2011-04-13 22:57:38,portscan,TCP Portscan,1,1,1
2011-04-13 22:58:09,portscan,TCP Portscan,1,1,1
2011-04-13 22:58:21,portscan,TCP Portscan,1,1,1
2011-04-13 22:58:58,portscan,TCP Portsweep,1,1,1
2011-04-13 22:59:46,portscan,TCP Portscan,1,1,1
2011-04-13 22:59:54,portscan,TCP Portscan,1,1,1
2011-04-13 23:00:14,portscan,TCP Portscan,1,1,1
2011-04-13 23:01:02,portscan,TCP Portscan,1,1,1
2011-04-13 23:01:40,portscan,TCP Portscan,1,1,1
2011-04-13 23:03:02,portscan,TCP Portscan,1,1,1
2011-04-13 23:03:41,portscan,TCP Portscan,1,1,1
2011-04-13 23:03:54,portscan,TCP Portscan,1,1,1
2011-04-13 23:03:59,portscan,TCP Portscan,1,1,1
2011-04-13 23:05:02,portscan,TCP Portscan,1,1,1
2011-04-13 23:05:29,portscan,TCP Portscan,1,1,1
2011-04-13 23:05:50,portscan,TCP Portscan,1,1,1
2011-04-13 23:06:59,portscan,TCP Portscan,1,1,1
2011-04-13 23:07:36,portscan,TCP Portscan,2,2,1
2011-04-13 23:08:16,portscan,TCP Portscan,1,1,1
2011-04-13 23:08:42,portscan,TCP Portscan,1,1,1
2011-04-13 23:09:23,portscan,TCP Portsweep,1,1,1
2011-04-13 23:09:38,portscan,TCP Portscan,1,1,1
2011-04-13 23:10:12,portscan,TCP Portscan,1,1,1
2011-04-13 23:11:05,portscan,TCP Portscan,1,1,1
2011-04-13 23:11:21,portscan,TCP Portsweep,2,1,1
2011-04-13 23:11:47,portscan,TCP Portscan,1,1,1
2011-04-13 23:12:54,portscan,TCP Portscan,1,1,1
2011-04-13 23:13:30,portscan,TCP Portscan,1,1,1
2011-04-13 23:13:41,portscan,TCP Portscan,1,1,1
2011-04-13 23:14:31,portscan,TCP Portscan,1,1,1
2011-04-13 23:14:52,portscan,TCP Portscan,1,1,1
2011-04-13 23:15:49,portscan,TCP Portscan,1,1,1
2011-04-13 23:16:20,portscan,TCP Portscan,1,1,1
2011-04-13 23:16:40,portscan,TCP Portscan,1,1,1
2011-04-13 23:16:57,portscan,TCP Portscan,1,1,1
2011-04-13 23:18:04,portscan,TCP Portscan,1,1,1
2011-04-13 23:18:05,portscan,TCP Portscan,1,1,1
2011-04-13 23:18:54,portscan,TCP Portscan,1,1,1
2011-04-13 23:19:10,portscan,TCP Portscan,1,1,1
2011-04-13 23:19:46,portscan,TCP Portscan,1,1,1
2011-04-13 23:20:25,portscan,TCP Portscan,1,1,1
2011-04-13 23:21:21,portscan,TCP Portscan,1,1,1
2011-04-13 23:22:18,portscan,TCP Portscan,1,1,1
2011-04-13 23:22:52,portscan,TCP Portscan,1,1,1
2011-04-13 23:23:23,portscan,TCP Portscan,1,1,1
2011-04-13 23:24:41,portscan,TCP Portscan,1,1,1
2011-04-13 23:24:42,portscan,TCP Portscan,1,1,1
2011-04-13 23:25:12,portscan,TCP Portscan,1,1,1
2011-04-13 23:25:34,portscan,TCP Portscan,1,1,1
2011-04-13 23:26:10,portscan,TCP Portsweep,1,1,1
2011-04-13 23:26:21,portscan,TCP Portsweep,1,1,1
2011-04-13 23:26:39,portscan,TCP Portscan,1,1,1
